dep;nomdep;codecommune;nomcommune;KP0_Pri_P1;KP0_Surf_P1;KP0_SurfTer_P1;KP0_transac_P1;KP0_prim2_P1;KP0_Pri_P2;KP0_Surf_P2;KP0_SurfTer_P2;KP0_transac_P2;KP0_prim2_P2;DBL_bug
29;FINISTERE;29161;PLEUVEN;13676055.5;8138.0;55666.0;84.0;1680.518001966085;11001456.02;5452.0;59863.0;57.0;2017.8752787967717;0
29;FINISTERE;29162;PLEYBEN;13781515.0;14359.0;93327.0;153.0;959.7823664600598;9880030.0;10259.0;54142.0;113.0;963.0597524125159;0
29;FINISTERE;29163;PLEYBER-CHRIST;11817432.051;12424.0;99847.0;128.0;951.1777246458469;10969424.0;10205.0;73852.0;105.0;1074.9068103870652;0
29;FINISTERE;29165;PLOBANNALEC-LESCONIL;25338291.59;17002.0;75084.0;175.0;1490.312409716504;18717913.0;10417.0;43125.0;115.0;1796.862148411251;0
29;FINISTERE;29166;PLOEVEN;3335880.0;2864.0;14272.0;26.0;1164.7625698324023;1279200.0;1151.0;8111.0;11.0;1111.3814074717636;0
29;FINISTERE;29167;PLOGASTEL-SAINT-GERMAIN;6888666.0;6007.0;35000.0;61.0;1146.7730980522724;5397400.0;4422.0;20324.0;46.0;1220.5789235639982;0
29;FINISTERE;29168;PLOGOFF;8408989.03;6901.0;36223.0;81.0;1218.5174655846977;5679421.0;3912.0;24145.0;47.0;1451.7947341513293;0
29;FINISTERE;29169;PLOGONNEC;11497136.0;9078.0;73845.0;87.0;1266.48336638026;7552800.0;5965.0;50791.0;60.0;1266.1860854987426;0
29;FINISTERE;29170;PLOMELIN;15291079.0;8595.0;53301.0;86.0;1779.0667830133798;9985239.06;5973.0;31126.0;59.0;1671.7292918131593;0
29;FINISTERE;29171;PLOMEUR;18294853.0;11190.0;74564.0;117.0;1634.9287756925826;14287815.0;8630.0;53708.0;88.0;1655.598493626883;0
29;FINISTERE;29172;PLOMODIERN;11378301.41;8855.0;45447.0;98.0;1284.9578102766798;9329796.08;6951.0;45857.0;64.0;1342.223576463818;0
29;FINISTERE;29173;PLONEIS;7472665.0;5421.0;34683.0;49.0;1378.4661501567975;6006758.0;4033.0;27229.0;38.0;1489.401934044136;0
29;FINISTERE;29174;PLONEOUR-LANVERN;24514235.75;20100.0;109148.0;190.0;1219.6137189054725;23530820.0;15083.0;85252.0;153.0;1560.088841742359;0
29;FINISTERE;29175;PLONEVEZ-DU-FAOU;6699830.0;9540.0;67145.0;105.0;702.2882599580713;5412917.08;7309.0;50860.0;87.0;740.5824435627309;0
29;FINISTERE;29176;PLONEVEZ-PORZAY;8395554.0;6054.0;41007.0;63.0;1386.7779980178395;6139130.0;4290.0;26377.0;41.0;1431.032634032634;0
29;FINISTERE;29177;PLOUARZEL;19778110.241;12480.0;85239.0;128.0;1584.7844744391025;20398812.03;11734.0;73159.0;124.0;1738.4363414010568;0
29;FINISTERE;29178;PLOUDALMEZEAU;36725795.659;24526.0;152306.0;258.0;1497.4229657914052;41134964.055;23473.0;135973.0;241.0;1752.4374411025433;0
29;FINISTERE;29179;PLOUDANIEL;7441895.023;5947.0;39722.0;66.0;1251.3696019841937;9879260.078;7675.0;46876.0;76.0;1287.2000101628664;0
29;FINISTERE;29180;PLOUDIRY;3399850.0;3907.0;27409.0;36.0;870.1945226516509;2989872.0;2529.0;12642.0;26.0;1182.2348754448399;0
29;FINISTERE;29181;PLOUEDERN;12975505.001;9840.0;65080.0;103.0;1318.6488822154472;11856435.0;8016.0;53665.0;77.0;1479.0961826347304;0
29;FINISTERE;29182;PLOUEGAT-GUERAND;3005174.43;3177.0;17004.0;33.0;945.9157790368273;4226450.0;3661.0;20970.0;38.0;1154.4523354274788;0
29;FINISTERE;29183;PLOUEGAT-MOYSAN;1632072.0;1893.0;15968.0;20.0;862.1616481774961;3013834.0;2516.0;23589.0;25.0;1197.8672496025438;0
29;FINISTERE;29184;PLOUENAN;7267420.0;7023.0;51874.0;81.0;1034.8027908301297;9125312.226;8284.0;65978.0;94.0;1101.5586945919845;0
29;FINISTERE;29185;PLOUESCAT;20668998.627;17048.0;82613.0;179.0;1212.4002010206475;25175548.109;19092.0;95722.0;196.0;1318.6438355855857;0
29;FINISTERE;29186;PLOUEZOC'H;7989171.0;5301.0;36313.0;52.0;1507.1063950198077;9274135.0098;5631.0;36666.0;56.0;1646.9783359616408;0
29;FINISTERE;29187;PLOUGAR;1806400.0;1926.0;13616.0;18.0;937.9023883696781;2884485.05;2919.0;30318.0;27.0;988.1757622473449;0
29;FINISTERE;29188;PLOUGASNOU;23149059.523;15558.0;115718.0;171.0;1487.920010476925;25394979.03;14604.0;100905.0;152.0;1738.905712818406;0
29;FINISTERE;29189;PLOUGASTEL-DAOULAS;70404414.665;38190.0;158302.0;405.0;1843.5301038229904;67377489.172;34705.0;133389.0;370.0;1941.4346397349086;0
29;FINISTERE;29190;PLOUGONVELIN;37950382.692;20115.0;97977.0;240.0;1886.6707776286355;42194647.08;18402.0;76336.0;206.0;2292.9381089012063;0
29;FINISTERE;29191;PLOUGONVEN;9612196.918;9637.0;75910.0;106.0;997.4262652277679;10414279.06;8937.0;72392.0;89.0;1165.2992122636233;0
29;FINISTERE;29192;PLOUGOULM;8176890.0;7336.0;49531.0;78.0;1114.6251363140675;10289920.0;7456.0;42798.0;72.0;1380.0858369098712;0
29;FINISTERE;29193;PLOUGOURVEST;2904139.0;2640.0;21035.0;27.0;1100.0526515151514;4170090.0;3650.0;27199.0;33.0;1142.490410958904;0
29;FINISTERE;29195;PLOUGUERNEAU;32452692.11;23043.0;194384.0;268.0;1408.3536045653777;37974335.0;23369.0;165286.0;262.0;1624.987590397535;0
29;FINISTERE;29196;PLOUGUIN;7829970.0;5956.0;43600.0;63.0;1314.6356615177972;7868864.0;5936.0;45938.0;58.0;1325.6172506738544;0
29;FINISTERE;29197;PLOUHINEC;24821472.154;16854.0;98286.0;185.0;1472.7347901981725;26726355.0;17922.0;103552.0;196.0;1491.259625041848;0
29;FINISTERE;29198;PLOUIDER;4295868.95;3708.0;29235.0;37.0;1158.5407092772384;8368383.027;6578.0;54263.0;64.0;1272.1774136515658;0
29;FINISTERE;29199;PLOUIGNEAU;17510997.039;14066.0;105755.0;149.0;1244.916610194796;15743206.014;11931.0;91421.0;126.0;1319.5210807141061;0
29;FINISTERE;29201;PLOUMOGUER;12271196.328;8047.0;61640.0;78.0;1524.9405154716044;8371811.14;4502.0;34353.0;50.0;1859.575997334518;0
29;FINISTERE;29202;PLOUNEOUR-MENEZ;3360256.0;4410.0;22702.0;51.0;761.9628117913833;4405500.0;5019.0;40782.0;57.0;877.7644949193067;0
29;FINISTERE;29204;PLOUNEVENTER;6947671.6;6144.0;46442.0;62.0;1130.8059244791666;7231160.08;5710.0;40337.0;54.0;1266.402816112084;0
29;FINISTERE;29205;PLOUNEVEZEL;2386910.2305;2416.0;21225.0;26.0;987.9595324917219;1314943.05;1561.0;14488.0;18.0;842.3722293401665;0
29;FINISTERE;29206;PLOUNEVEZ-LOCHRIST;9215014.25;10313.0;70568.0;100.0;893.5338165422282;8917383.03;8360.0;52069.0;86.0;1066.672611244019;0
29;FINISTERE;29207;PLOURIN-LES-MORLAIX;16844526.26;15230.0;96413.0;158.0;1106.009603414314;16095343.0;13246.0;87193.0;135.0;1215.109693492375;0
29;FINISTERE;29208;PLOURIN;3905190.0;3376.0;20104.0;31.0;1156.7505924170616;6171476.0;4014.0;27078.0;38.0;1537.4877927254608;0
29;FINISTERE;29209;PLOUVIEN;12569346.0;9026.0;57899.0;95.0;1392.5710170618213;17027657.0;11248.0;70445.0;114.0;1513.8386379800854;0
29;FINISTERE;29210;PLOUVORN;8500516.64;8921.0;67777.0;85.0;952.8658939580765;8239486.0;7953.0;54035.0;74.0;1036.022381491261;0
29;FINISTERE;29211;PLOUYE;2284958.881;3389.0;18242.0;43.0;674.2280557686634;2004710.0;2226.0;18318.0;25.0;900.5884995507637;0
29;FINISTERE;29212;PLOUZANE;67590248.298;40828.0;220992.0;412.0;1655.4876138434406;65944053.326;36810.0;176082.0;365.0;1791.4711580005433;0
29;FINISTERE;29213;PLOUZEVEDE;5152073.0;4927.0;37310.0;52.0;1045.6815506393343;6072145.0;5936.0;39379.0;54.0;1022.9354784366577;0
29;FINISTERE;29214;PLOVAN;4579605.06;3805.0;28946.0;36.0;1203.575574244415;4384198.0;2459.0;19898.0;24.0;1782.9190727938187;0
29;FINISTERE;29215;PLOZEVET;14821669.139;11375.0;74361.0;118.0;1303.0038803516484;12750348.0;9287.0;58080.0;96.0;1372.9243027888447;0
29;FINISTERE;29216;PLUGUFFAN;15499005.0;9782.0;57478.0;99.0;1584.4413207932937;10542913.066;6890.0;35556.0;67.0;1530.1760618287371;0
29;FINISTERE;29217;PONT-AVEN;25631854.87;15371.0;52970.0;175.0;1667.5463450653829;22190442.148000002;12180.0;46344.0;137.0;1821.8753816091955;0
29;FINISTERE;29218;PONT-CROIX;8833852.008;7834.0;36717.0;83.0;1127.6298197600204;8545300.0;6797.0;26579.0;68.0;1257.216419008386;0
29;FINISTERE;29220;PONT-L'ABBE;61109226.547;41167.0;123826.0;483.0;1484.4226333470983;48919450.0;30239.0;94124.0;367.0;1617.7601772545388;0
29;FINISTERE;29221;PORSPODER;13293955.0;8138.0;43127.0;89.0;1633.565372327353;11625325.0;6512.0;32449.0;65.0;1785.2157555282556;0
29;FINISTERE;29222;PORT-LAUNAY;1525560.0;1764.0;7838.0;23.0;864.8299319727892;1585405.0;1768.0;6050.0;21.0;896.7222850678733;0
29;FINISTERE;29224;POULDERGAT;4494060.0;4298.0;27619.0;42.0;1045.6165658445789;4222182.0;3458.0;29719.0;34.0;1220.9895893580103;0
29;FINISTERE;29225;POULDREUZIC;10186049.0;8823.0;56493.0;92.0;1154.488155956024;6275939.03;5173.0;24592.0;50.0;1213.2107152522715;0
29;FINISTERE;29226;POULLAN-SUR-MER;4050534.0;3182.0;20516.0;32.0;1272.9522313010684;2780968.02;2411.0;18896.0;26.0;1153.4500290335961;0
29;FINISTERE;29227;POULLAOUEN;2738050.0;3794.0;37389.0;53.0;721.6789667896679;2832180.0;3954.0;34463.0;44.0;716.2822458270106;0
29;FINISTERE;29228;PRIMELIN;4878725.0;3788.0;22747.0;41.0;1287.9421858500527;2911850.0;2518.0;15491.0;24.0;1156.4138204924543;0
29;FINISTERE;29229;QUEMENEVEN;4154550.0;3857.0;24742.0;38.0;1077.1454498314752;2267105.0;2385.0;10589.0;27.0;950.5681341719078;0
29;FINISTERE;29230;QUERRIEN;4675365.6;5355.0;31901.0;53.0;873.0841456582632;5187210.0;5125.0;40440.0;47.0;1012.1385365853658;0
29;FINISTERE;29232;QUIMPER;504415146.294;334985.0;769263.0;4378.0;1505.7842777855726;373029426.65;229515.0;520649.0;3102.0;1625.2943234646973;0
29;FINISTERE;29233;QUIMPERLE;61968043.09;45824.0;199432.0;482.0;1352.3054096106844;55636540.089;37866.0;170809.0;441.0;1469.3006942639836;0
29;FINISTERE;29234;REDENE;7749328.0;5025.0;38428.0;46.0;1542.1548258706468;5103370.06;2980.0;21417.0;27.0;1712.540288590604;0
29;FINISTERE;29235;RELECQ-KERHUON;87272942.82;44547.0;159961.0;529.0;1959.1205427974946;78689044.132;36622.0;125147.0;411.0;2148.68232570586;0
29;FINISTERE;29236;RIEC-SUR-BELON;20088923.0;13963.0;74731.0;141.0;1438.7254171739598;16482360.0;11082.0;47832.0;113.0;1487.3091499729292;0
29;FINISTERE;29237;ROCHE-MAURICE;5989350.0;4686.0;29627.0;52.0;1278.1370038412292;6172720.0;4671.0;36852.0;53.0;1321.4986084350246;0
29;FINISTERE;29238;ROSCANVEL;4106493.0;2922.0;19836.0;35.0;1405.370636550308;4307405.0;2447.0;19593.0;30.0;1760.2799346138129;0
29;FINISTERE;29239;ROSCOFF;33038563.0;18492.0;44617.0;243.0;1786.640871728315;31191709.098;14352.0;37020.0;190.0;2173.335360785953;0
29;FINISTERE;29240;ROSNOEN;4487225.0;3249.0;22322.0;31.0;1381.1095721760541;3188456.0;2267.0;18818.0;23.0;1406.4649316277018;0
29;FINISTERE;29241;ROSPORDEN;33004743.91;28807.0;154391.0;315.0;1145.71957892179;28082908.08;23426.0;128496.0;267.0;1198.7922854947494;0
29;FINISTERE;29243;SAINT-COULITZ;1195900.0;1176.0;7951.0;14.0;1016.921768707483;1325536.0;1455.0;8126.0;16.0;911.0213058419243;0
29;FINISTERE;29244;SAINT-DERRIEN;2609933.07;2777.0;28671.0;31.0;939.8390601368383;2650175.0;2643.0;17711.0;28.0;1002.7147181233447;0
29;FINISTERE;29245;SAINT-DIVY;3197450.0;2253.0;13174.0;22.0;1419.1966267199289;5100889.0;3236.0;20640.0;32.0;1576.294499381953;0
29;FINISTERE;29246;SAINT-ELOY;259000.0;332.0;1058.0;4.0;780.1204819277109;822000.0;741.0;5474.0;9.0;1109.3117408906883;0
29;FINISTERE;29247;SAINT-EVARZEC;18188028.0;10796.0;94177.0;107.0;1684.7006298629121;14899209.0;8513.0;55696.0;82.0;1750.171384940679;0
29;FINISTERE;29248;SAINT-FREGANT;1764542.0;1503.0;11445.0;17.0;1174.0133067198935;3078997.1389;2615.0;21204.0;27.0;1177.4367643977057;0
29;FINISTERE;29249;SAINT-GOAZEC;2665293.0;3543.0;22769.0;41.0;752.2701100762066;1481090.047;2069.0;12976.0;23.0;715.8482585790236;0
29;FINISTERE;29250;SAINT-HERNIN;3508916.6602;3833.0;61393.0;46.0;915.4491678058961;1128451.0;1470.0;12780.0;19.0;767.6537414965986;0
29;FINISTERE;29251;SAINT-JEAN-DU-DOIGT;4160936.0;3440.0;19589.0;33.0;1209.574418604651;3484926.0300000003;2127.0;14614.0;24.0;1638.4231452750355;0
29;FINISTERE;29252;SAINT-JEAN-TROLIMON;4315752.0;2861.0;15638.0;30.0;1508.4767563788885;4071900.0;2457.0;17079.0;26.0;1657.2649572649573;0
29;FINISTERE;29254;SAINT-MARTIN-DES-CHAMPS;28098536.448;21503.0;114482.0;233.0;1306.7263380923591;29335950.02;20618.0;107553.0;229.0;1422.8319924337957;0
29;FINISTERE;29255;SAINT-MEEN;2596055.0;1653.0;12706.0;18.0;1570.5111917725349;3029163.0;2117.0;15006.0;22.0;1430.8752952290977;0
29;FINISTERE;29256;SAINT-NIC;7528100.0;4635.0;23410.0;70.0;1624.1855447680691;6134124.078;3585.0;14321.0;63.0;1711.0527414225942;0
29;FINISTERE;29257;SAINT-PABU;6496650.0;4116.0;31560.0;50.0;1578.3892128279883;12449123.113;7568.0;52158.0;79.0;1644.9686988636363;0
29;FINISTERE;29259;SAINT-POL-DE-LEON;42090142.063;32712.0;122411.0;340.0;1286.688128607239;44695746.0;33587.0;141472.0;347.0;1330.7454074493107;0
29;FINISTERE;29260;SAINT-RENAN;47894475.0;28976.0;128990.0;303.0;1652.901539204859;52005303.0;28060.0;120705.0;302.0;1853.360762651461;0
29;FINISTERE;29261;SAINT-RIVOAL;470000.0;550.0;1979.0;8.0;854.5454545454545;489864.051;725.0;4880.0;9.0;675.6745531034483;0
29;FINISTERE;29262;SAINT-SAUVEUR;2300000.0;2981.0;18629.0;30.0;771.5531700771553;2890818.0;3245.0;19307.0;34.0;890.8530046224962;0
29;FINISTERE;29263;SAINT-SEGAL;3585965.0;3337.0;24493.0;34.0;1074.6074318249925;1860419.0;1842.0;9833.0;20.0;1009.999457111835;0
29;FINISTERE;29264;SAINT-SERVAIS;1915271.16;1701.0;13035.0;19.0;1125.9677601410933;2094990.0;1692.0;13978.0;18.0;1238.1737588652481;0
29;FINISTERE;29265;SAINTE-SEVE;3239732.0;2884.0;20631.0;26.0;1123.3467406380028;2592500.0;2093.0;16024.0;19.0;1238.6526516961299;0
29;FINISTERE;29266;SAINT-THEGONNEC;8473880.0;8583.0;57562.0;88.0;987.2864965629733;7536880.0;7382.0;65681.0;77.0;1020.9807640205906;0
29;FINISTERE;29267;SAINT-THOIS;2186900.0;2829.0;18299.0;36.0;773.0293389890421;1590160.0;1627.0;7804.0;21.0;977.3570989551322;0
29;FINISTERE;29268;SAINT-THONAN;5224107.48;3537.0;28360.0;36.0;1476.9882612383376;7891494.0;4297.0;32119.0;42.0;1836.5124505468932;0
29;FINISTERE;29269;SAINT-THURIEN;3951326.03;4183.0;25128.0;44.0;944.6153550083671;2059750.0;1985.0;17981.0;23.0;1037.6574307304786;0
29;FINISTERE;29270;SAINT-URBAIN;4385099.0;3364.0;20896.0;32.0;1303.5371581450654;5022919.02;3067.0;20940.0;30.0;1637.7303619171828;0
29;FINISTERE;29271;SAINT-VOUGAY;1822850.0;1990.0;16301.0;19.0;916.0050251256281;3724710.0;4050.0;23128.0;39.0;919.6814814814815;0
29;FINISTERE;29272;SAINT-YVI;11566526.5;8911.0;51325.0;84.0;1298.0054427112557;8730432.05;6219.0;38663.0;58.0;1403.8321353915421;0
29;FINISTERE;29273;SANTEC;12671291.055;8580.0;44647.0;82.0;1476.8404493006992;15628820.0;8979.0;45784.0;83.0;1740.5969484352377;0
29;FINISTERE;29274;SCAER;17616744.67;19963.0;135303.0;213.0;882.4698026348746;13952306.061;15120.0;102087.0;164.0;922.7715648809524;0
29;FINISTERE;29275;SCRIGNAC;4159595.0;5132.0;33504.0;63.0;810.5212392829307;3462515.0;4497.0;33930.0;55.0;769.9610851678897;0
29;FINISTERE;29276;SIBIRIL;5042000.0;4001.0;24252.0;46.0;1260.1849537615597;7309672.08;5115.0;27088.0;49.0;1429.0659002932553;0
29;FINISTERE;29277;SIZUN;7136851.031;7104.0;50107.0;74.0;1004.6243005349099;7569758.0;8299.0;56520.0;86.0;912.1289311965297;0
29;FINISTERE;29278;SPEZET;5682682.0;7199.0;50675.0;82.0;789.371023753299;3808453.0;5010.0;30455.0;61.0;760.1702594810379;0
29;FINISTERE;29279;TAULE;8269894.06;7910.0;47606.0;83.0;1045.4986169405815;10533077.06;9232.0;52629.0;96.0;1140.9312240034662;0
29;FINISTERE;29280;TELGRUC-SUR-MER;10544195.0;7093.0;49986.0;76.0;1486.5635133229946;10338986.0;6778.0;44620.0;69.0;1525.3741516671585;0
29;FINISTERE;29281;TOURCH;2177460.0;2196.0;14520.0;24.0;991.5573770491803;2676250.0;2852.0;18974.0;29.0;938.3765778401122;0
29;FINISTERE;29282;TREBABU;2605800.0;1688.0;11614.0;16.0;1543.7203791469194;960500.0;565.0;3724.0;6.0;1700.0;0
29;FINISTERE;29284;TREFFIAGAT;17494663.06;12500.0;54433.0;131.0;1399.5730448;14050298.0;8508.0;37699.0;86.0;1651.4219558063;0
29;FINISTERE;29285;TREFLAOUENAN;1901400.0;1659.0;14249.0;22.0;1146.112115732369;793712.012;777.0;4346.0;10.0;1021.5083809523809;0
29;FINISTERE;29286;TREFLEVENEZ;314200.0;381.0;1736.0;4.0;824.6719160104986;832913.0;692.0;6485.0;7.0;1203.6315028901734;0
29;FINISTERE;29287;TREFLEZ;3452889.502;3224.0;26257.0;33.0;1070.9955031017369;4317723.075;3511.0;26124.0;35.0;1229.7701723155797;0
29;FINISTERE;29288;TREGARANTEC;2485245.0;1826.0;16415.0;18.0;1361.0323110624315;1456195.0;1079.0;7225.0;9.0;1349.578313253012;0
29;FINISTERE;29289;TREGARVAN;229203.0;192.0;1389.0;2.0;1193.765625;483760.0;458.0;3401.0;6.0;1056.2445414847161;0
29;FINISTERE;29290;TREGLONOU;1594600.0;1385.0;6533.0;15.0;1151.3357400722023;3630195.063;2424.0;16540.0;27.0;1497.6052240099011;0
29;FINISTERE;29291;TREGOUREZ;3558500.0;4466.0;30907.0;49.0;796.7980295566502;3609168.0;4042.0;25387.0;40.0;892.9163780306778;0
29;FINISTERE;29292;TREGUENNEC;2388300.0;1576.0;8912.0;18.0;1515.4187817258883;2214000.0;965.0;6117.0;12.0;2294.300518134715;0
29;FINISTERE;29293;TREGUNC;44068270.175;26230.0;129089.0;270.0;1680.071299085017;42637981.12;20694.0;106802.0;220.0;2060.4030694887406;0
29;FINISTERE;29294;TREHOU;1660800.0;1751.0;14391.0;18.0;948.4865790976585;1728000.0;1753.0;13999.0;16.0;985.7387335995436;0
29;FINISTERE;29295;TREMAOUEZAN;801851.0;674.0;5331.0;6.0;1189.6899109792284;1904021.0;1602.0;16631.0;14.0;1188.527465667915;0
29;FINISTERE;29296;TREMEOC;5468036.0;3570.0;20004.0;37.0;1531.6627450980393;4044100.0;2205.0;11770.0;20.0;1834.0589569160998;0
29;FINISTERE;29297;TREMEVEN;6467027.0;4444.0;33558.0;49.0;1455.226597659766;5283900.0;3513.0;26280.0;39.0;1504.0990606319385;0
29;FINISTERE;29298;TREOGAT;2200115.0;1441.0;9619.0;15.0;1526.7973629424012;1446931.0;1145.0;8659.0;12.0;1263.6951965065502;0
29;FINISTERE;29299;TREOUERGAT;802000.0;593.0;5278.0;6.0;1352.4451939291737;968006.0;822.0;5196.0;7.0;1177.6228710462287;0
29;FINISTERE;29300;TREVOUX;5807140.0;3971.0;27946.0;40.0;1462.3873079828759;4600180.0;3577.0;18889.0;37.0;1286.0441710930947;0
29;FINISTERE;29301;TREZILIDE;551800.0;539.0;3689.0;6.0;1023.747680890538;531892.0;706.0;5157.0;7.0;753.3881019830028;0
29;FINISTERE;29302;PONT-DE-BUIS-LES-QUIMERCH;13295228.0;14293.0;83695.0;158.0;930.1915623032254;11979861.0;11928.0;75068.0;134.0;1004.3478370221328;0
2A;CORSE-DU-SUD;2A001;AFA;15545723.0;6341.0;37319.0;63.0;2451.6200914682227;19227715.0;5273.0;45692.0;50.0;3646.4469941209936;0
2A;CORSE-DU-SUD;2A004;AJACCIO;594078843.447;190333.0;90253.0;2712.0;3121.2603355540027;644043108.086;197909.0;68424.0;2809.0;3254.238605045753;0
2A;CORSE-DU-SUD;2A006;ALATA;20206873.0;6626.0;45245.0;68.0;3049.63371566556;21749063.0;6116.0;62640.0;57.0;3556.09270765206;0
2A;CORSE-DU-SUD;2A008;ALBITRECCIA;34024467.0;7808.0;25867.0;124.0;4357.641777663935;42116994.05;8490.0;39715.0;114.0;4960.776684334511;0
2A;CORSE-DU-SUD;2A014;AMBIEGNA;64000.0;140.0;0.0;1.0;457.14285714285717;60001.0;50.0;143.0;1.0;1200.02;0
2A;CORSE-DU-SUD;2A017;APPIETTO;7885260.0;2422.0;18392.0;31.0;3255.6812551610237;7434160.0;2235.0;12374.0;30.0;3326.2460850111856;0
2A;CORSE-DU-SUD;2A018;ARBELLARA;705000.0;320.0;737.0;4.0;2203.125;497404.0;335.0;627.0;5.0;1484.7880597014926;0
2A;CORSE-DU-SUD;2A019;ARBORI;265000.0;190.0;109.0;2.0;1394.7368421052631;380800.0;501.0;1211.0;8.0;760.0798403193613;0
2A;CORSE-DU-SUD;2A021;ARGIUSTA-MORICCIO;298500.0;249.0;308.0;5.0;1198.7951807228915;229500.0;155.0;0.0;4.0;1480.6451612903227;0
2A;CORSE-DU-SUD;2A024;AULLENE;580350.0;813.0;2181.0;13.0;713.8376383763838;578000.0;724.0;1747.0;11.0;798.3425414364641;0
2A;CORSE-DU-SUD;2A026;AZILONE-AMPAZA;436000.0;244.0;639.0;5.0;1786.8852459016393;162000.0;309.0;551.0;3.0;524.2718446601941;0
2A;CORSE-DU-SUD;2A027;AZZANA;150000.0;122.0;1431.0;3.0;1229.5081967213114;33000.0;48.0;65.0;1.0;687.5;0
2A;CORSE-DU-SUD;2A028;BALOGNA;565203.5;448.0;424.0;7.0;1261.614955357143;628500.0;414.0;757.0;5.0;1518.1159420289855;0
2A;CORSE-DU-SUD;2A031;BASTELICA;1635000.0;1351.0;3443.0;19.0;1210.2146558105107;2350450.0;1426.0;6962.0;18.0;1648.2819074333802;0
2A;CORSE-DU-SUD;2A032;BASTELICACCIA;19989245.34;6770.0;41211.0;84.0;2952.62117282127;22705852.0;6631.0;57040.0;69.0;3424.1972553159403;0
2A;CORSE-DU-SUD;2A035;BELVEDERE-CAMPOMORO;3527306.0;909.0;10055.0;9.0;3880.4246424642465;3245132.0;445.0;5174.0;6.0;7292.431460674157;0
2A;CORSE-DU-SUD;2A038;BILIA;200000.0;37.0;235.0;1.0;5405.405405405405;0.0;0.0;0.0;0.0;0.0;0
2A;CORSE-DU-SUD;2A040;BOCOGNANO;1351000.0;810.0;2120.0;14.0;1667.9012345679012;2716500.0;1498.0;7701.0;16.0;1813.4178905206943;0
2A;CORSE-DU-SUD;2A041;BONIFACIO;34297151.871;9042.0;38784.0;134.0;3793.0935491041805;40241690.031;7104.0;38777.0;97.0;5664.652312922298;0
2A;CORSE-DU-SUD;2A048;CALCATOGGIO;7492276.0938;2429.0;67892.0;51.0;3084.5105367641004;10722593.0;2566.0;5326.0;52.0;4178.7190179267345;0
2A;CORSE-DU-SUD;2A056;CAMPO;265000.0;320.0;162.0;5.0;828.125;425000.0;184.0;510.0;3.0;2309.782608695652;0
2A;CORSE-DU-SUD;2A060;CANNELLE;220000.0;155.0;2155.0;2.0;1419.3548387096773;130000.0;102.0;359.0;2.0;1274.5098039215686;0
2A;CORSE-DU-SUD;2A061;CARBINI;621200.0;468.0;5229.0;5.0;1327.3504273504273;327600.0;172.0;680.0;2.0;1904.6511627906978;0
2A;CORSE-DU-SUD;2A062;CARBUCCIA;1358000.0;650.0;6776.0;10.0;2089.230769230769;1894495.0;1075.0;4868.0;13.0;1762.320930232558;0
2A;CORSE-DU-SUD;2A065;CARGESE;9790644.5;3116.0;11768.0;47.0;3142.055359435173;8979196.08;2341.0;60095.0;40.0;3835.6241264416917;0
2A;CORSE-DU-SUD;2A066;CARGIACA;178500.0;89.0;490.0;1.0;2005.6179775280898;69750.0;110.0;0.0;2.0;634.0909090909091;0
2A;CORSE-DU-SUD;2A070;CASAGLIONE;4576178.0;1469.0;1813.0;34.0;3115.165418652144;5356302.0;1503.0;1004.0;31.0;3563.740518962076;0
2A;CORSE-DU-SUD;2A071;CASALABRIVA;323500.0;151.0;0.0;3.0;2142.384105960265;2305945.0;779.0;6235.0;9.0;2960.1347881899874;0
2A;CORSE-DU-SUD;2A085;CAURO;12774925.0;4417.0;23760.0;56.0;2892.2175684853974;13057758.0;4030.0;25186.0;42.0;3240.1384615384613;0
2A;CORSE-DU-SUD;2A089;CIAMANNACCE;114313.0;237.0;166.0;5.0;482.3333333333333;343114.1;272.0;315.0;6.0;1261.4488970588234;0
2A;CORSE-DU-SUD;2A090;COGGIA;5530957.0;1901.0;2726.0;29.0;2909.4986849026827;8439021.0;2081.0;3972.0;33.0;4055.2719846227774;0
2A;CORSE-DU-SUD;2A091;COGNOCOLI-MONTICCHI;583663.0;679.0;1798.0;8.0;859.5920471281296;254000.0;124.0;199.0;3.0;2048.3870967741937;0
2A;CORSE-DU-SUD;2A092;CONCA;10302381.0;2726.0;15217.0;44.0;3779.3033749082906;11885116.0;3259.0;15120.0;51.0;3646.8597729364838;0
2A;CORSE-DU-SUD;2A094;CORRANO;40000.0;64.0;95.0;2.0;625.0;120000.0;168.0;128.0;1.0;714.2857142857143;0
2A;CORSE-DU-SUD;2A098;COTI-CHIAVARI;21551604.61;4708.0;29981.0;53.0;4577.656034409516;23555795.0;3852.0;29732.0;34.0;6115.211578400831;0
2A;CORSE-DU-SUD;2A099;COZZANO;227000.0;353.0;1313.0;4.0;643.0594900849858;361000.0;326.0;745.0;4.0;1107.361963190184;0
2A;CORSE-DU-SUD;2A103;CUTTOLI-CORTICCHIATO;8610808.84;2881.0;27049.0;31.0;2988.8263936133285;8649469.077;3259.0;20627.0;32.0;2654.025491561829;0
2A;CORSE-DU-SUD;2A104;ECCICA-SUARELLA;7373000.0;1201.0;18594.0;12.0;6139.050791007494;2589175.0;993.0;5576.0;9.0;2607.426988922457;0
